departamento,municipio,codigo dane,armas medios,mes,descripcion conducta,genero,agrupa edad persona,cantidad
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,PATÍA,19532000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,PIAMONTE,19533000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,3
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,SUÁREZ,19780000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,TIMBIQUÍ,19809000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,TORIBIO,19821000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,9
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,LÓPEZ,19418000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,LÓPEZ,19418000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,MORALES,19473000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,PADILLA,19513000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,PATÍA,19532000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,PURACÉ,19585000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,TORIBIO,19821000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,ALMAGUER,19022000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,BOLÍVAR,19100000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADOLESCENTES,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
CAUCA,MORALES,19473000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,PATÍA,19532000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,PIAMONTE,19533000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,PIAMONTE,19533000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,PIAMONTE,19533000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,MENORES,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,TORIBIO,19821000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,TORIBIO,19821000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,2
CAUCA,CORINTO,19212000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,6
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,LA SIERRA,19392000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,MORALES,19473000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADOLESCENTES,1
CAUCA,PAEZ,19517000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,PATÍA,19532000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,SUÁREZ,19780000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,FEMENINO,MENORES,2
CAUCA,SUÁREZ,19780000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,TIMBIQUÍ,19809000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,TIMBIQUÍ,19809000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,TORIBIO,19821000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,7
CAUCA,BALBOA,19075000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,BOLÍVAR,19100000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,BOLÍVAR,19100000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CALDONO,19137000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,CORINTO,19212000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,LA VEGA,19397000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,MERCADERES,19450000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,MORALES,19473000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,MORALES,19473000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,PATÍA,19532000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,2
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,6
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
CAUCA,SUÁREZ,19780000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,TIMBIQUÍ,19809000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,TORIBIO,19821000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,BALBOA,19075000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,BOLÍVAR,19100000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,4
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,CALDONO,19137000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,CORINTO,19212000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,JULIO,ARTÍCULO 104A. FEMINICIDIO,FEMENINO,ADULTOS,1
CAUCA,JAMBALÓ,19364000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CAUCA,MORALES,19473000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,MORALES,19473000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,4
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADOLESCENTES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,7
CAUCA,SUÁREZ,19780000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CAUCA,TORIBIO,19821000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,CHIRIGUANÁ,20178000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,EL COPEY,20238000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CESAR,EL PASO,20250000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,PELAYA,20550000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,TAMALAMEQUE,20787000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,6
CESAR,AGUACHICA,20011000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,ASTREA,20032000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,BOSCONIA,20060000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,CURUMANÍ,20228000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,LA GLORIA,20383000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,PELAYA,20550000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,PUEBLO BELLO,20570000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,TAMALAMEQUE,20787000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,FEBRERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,AGUSTÍN CODAZZI,20013000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,CHIMICHAGUA,20175000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,RÍO DE ORO,20614000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,MARZO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,CHIMICHAGUA,20175000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CESAR,CHIMICHAGUA,20175000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,FEMENINO,MENORES,1
CESAR,CHIMICHAGUA,20175000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,LA PAZ,20621000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CESAR,LA PAZ,20621000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,PELAYA,20550000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,ABRILIL,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,AGUACHICA,20011000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,AGUSTÍN CODAZZI,20013000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,BECERRIL,20045000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,CHIMICHAGUA,20175000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
CESAR,PAILITAS,20517000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,PELAYA,20550000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,SAN MARTÍN,20770000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,MAYO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,5
CESAR,ASTREA,20032000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,PAILITAS,20517000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,PELAYA,20550000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,RÍO DE ORO,20614000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,SAN ALBERTO,20710000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,SAN DIEGO,20750000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,SAN MARTÍN,20770000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,JUNIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,AGUSTÍN CODAZZI,20013000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,ASTREA,20032000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CESAR,ASTREA,20032000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,BECERRIL,20045000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,BOSCONIA,20060000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,2
CESAR,CHIMICHAGUA,20175000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,CHIRIGUANÁ,20178000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,GONZÁLEZ,20310000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,SAN ALBERTO,20710000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,JULIO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,6
CHOCÓ,CARMEN DEL DARIEN,27150000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,1
CHOCÓ,MEDIO ATRATO,27425000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,FEMENINO,ADULTOS,1
CHOCÓ,MEDIO ATRATO,27425000,ARMA DE FUEGO,ENERO,ARTÍCULO 103. HOMICIDIO,MASCULINO,ADULTOS,3
