6,Código DIVIPOLA,NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,Población en hogares particulares,Población en LEA,Población total
1115,86219,Putumayo,Colón,5199,5,5204
1116,86320,Putumayo,Orito,32644,359,33003
1117,86568,Putumayo,Puerto Asís,55919,1336,57255
1118,86569,Putumayo,Puerto Caicedo,11082,40,11122
1119,86571,Putumayo,Puerto Guzmán,16820,675,17495
1120,86573,Putumayo,Leguízamo,18497,1548,20045
1121,86749,Putumayo,Sibundoy,14070,34,14104
1122,86755,Putumayo,San Francisco,5560,12,5572
1123,86757,Putumayo,San Miguel,13903,151,14054
1124,86760,Putumayo,Santiago,6819,17,6836
1125,86865,Putumayo,Valle del Guamuez,27150,305,27455
1126,86885,Putumayo,Villagarzón,21977,653,22630
1127,88001,Archipiélago de San Andrés,San Andrés,43289,465,43754
1128,88564,Archipiélago de San Andrés,Providencia,4545,0,4545
1129,91001,Amazonas,Leticia,41254,1590,42844
1130,91263,Amazonas,El Encanto (ANM),1637,248,1885
1131,91405,Amazonas,La Chorrera (ANM),1759,598,2357
1132,91407,Amazonas,La Pedrera (ANM),3510,271,3781
1133,91430,Amazonas,La Victoria (ANM),166,0,166
1134,91460,Amazonas,Miriti - Paraná (ANM),850,173,1023
1135,91530,Amazonas,Puerto Alegría (ANM),681,0,681
1136,91536,Amazonas,Puerto Arica (ANM),766,28,794
1137,91540,Amazonas,Puerto Nariño,7465,431,7896
1138,91669,Amazonas,Puerto Santander (ANM),1279,171,1450
1139,91798,Amazonas,Tarapacá (ANM),2831,348,3179
1140,94001,Guainía,Inírida,27002,3102,30104
1141,94343,Guainía,Barranco Minas (ANM),5156,2051,7207
1142,94663,Guainía,Mapiripana (ANM),728,283,1011
1143,94883,Guainía,San Felipe (ANM),1094,317,1411
1144,94884,Guainía,Puerto Colombia (ANM),1214,429,1643
1145,94885,Guainía,La Guadalupe (ANM),157,65,222
1146,94886,Guainía,Cacahual (ANM),607,232,839
1147,94887,Guainía,Pana Pana (ANM),969,213,1182
1148,94888,Guainía,Morichal (ANM),655,157,812
1149,95001,Guaviare,San José del Guaviare,45051,3035,48086
1150,95015,Guaviare,Calamar,7900,748,8648
1151,95025,Guaviare,El Retorno,10053,1287,11340
1152,95200,Guaviare,Miraflores,4023,984,5007
1153,97001,Vaupés,Mitú,21642,6067,27709
1154,97161,Vaupés,Caruru,2036,791,2827
1155,97511,Vaupés,Pacoa (ANM),2865,1091,3956
1156,97666,Vaupés,Taraira,1581,429,2010
1157,97777,Vaupés,Papunaua (ANM),432,0,432
1158,97889,Vaupés,Yavaraté (ANM),407,349,756
1159,99001,Vichada,Puerto Carreño,18945,843,19788
1160,99524,Vichada,La Primavera,8878,812,9690
1161,99624,Vichada,Santa Rosalía,3628,398,4026
1162,99773,Vichada,Cumaribo,39954,3184,43138
1163,,,,,,
1164,,,,,,
1165,Fuente: DANE - Censo Nacional de Población y Vivienda (CNPV) 2018,,,,,
